-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.398
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.398
-00010	0.398
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.398
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.398
-00010	0.398
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.398
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.398
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
-00010	0.399
